sample_id,asr_transcript,agent_response,activation_path,agent_seconds,error,ground_truth,severity,word_category,speaker_id,b_label,c_label,confidence,justification
F05_B2_UW23_M7,Allure.,Could you please provide more context or clarify your request?,/kaggle/working/activations/F05_B2_UW23_M7.npz,1.0706901550292969,,allure,high,uncommon_word,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B2_LU_M3,Uniform.,Could you please clarify? Are you looking for information about uniforms or do you need help with something related to uniforms?,/kaggle/working/activations/F05_B2_LU_M3.npz,1.880650281906128,,Uniform,high,radio_alphabet_letter,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B2_UW96_M7,Backtub.,"Could you please clarify? Did you say ""back tub"" or something else?",/kaggle/working/activations/F05_B2_UW96_M7.npz,1.4089224338531494,,bathtub,high,uncommon_word,F05,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
F05_B2_CW52_M4,Other.,Could you please provide more details about what you need?,/kaggle/working/activations/F05_B2_CW52_M4.npz,1.0646796226501465,,other,high,common_word,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B3_C19_M5,Right.,Could you please provide more details about what you need help with?,/kaggle/working/activations/F05_B3_C19_M5.npz,1.1791181564331057,,Right,high,computer_command,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B1_UW3_M2,Through gallery?,Could you please clarify your question or provide more context? I'm not sure if you're asking about a route through a gallery or something else.,/kaggle/working/activations/F05_B1_UW3_M2.npz,2.2480363845825195,,frugality,high,uncommon_word,F05,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
F05_B2_CW4_M8,A.,"I'm sorry, I didn't quite understand that. Could you please provide more information or repeat your request?",/kaggle/working/activations/F05_B2_CW4_M8.npz,1.7747328281402588,,a,high,common_word,F05,not_applicable,C4,high,"ASR correct, single isolated word is ambiguous as a command — asking for clarification is appropriate."
F05_B1_UW82_M4,House.,Could you please provide more details about what you'd like to do with your house?,/kaggle/working/activations/F05_B1_UW82_M4.npz,1.4664928913116455,,house,high,uncommon_word,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B1_CW68_M2,Has.,"I'm sorry, I didn't catch that. Could you please repeat your question or statement?",/kaggle/working/activations/F05_B1_CW68_M2.npz,1.5995161533355713,,has,high,common_word,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B3_LW_M4,Whiskey?,Could you clarify your question about whiskey?,/kaggle/working/activations/F05_B3_LW_M4.npz,0.8667886257171631,,Whiskey,high,radio_alphabet_letter,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B3_LO_M4,Oscar?,I couldn't quite catch that. Did you say Oscar? Can you please clarify?,/kaggle/working/activations/F05_B3_LO_M4.npz,1.4706852436065674,,Oscar,high,radio_alphabet_letter,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
F05_B1_C10_M3,Line.,Could you please provide more context or clarify your request?,/kaggle/working/activations/F05_B1_C10_M3.npz,1.071842908859253,,Line,high,computer_command,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B3_UW9_M3,Hoist.,"Could you please clarify your request? I didn't quite understand ""hoist.""",/kaggle/working/activations/F05_B3_UW9_M3.npz,1.383718967437744,,hoist,high,uncommon_word,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B3_UW64_M2,Commercial.,Could you please provide more details about what you're looking for?,/kaggle/working/activations/F05_B3_UW64_M2.npz,1.1784963607788086,,commercial,high,uncommon_word,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command but asking for clarification is appropriate."
F05_B2_CW5_M3,2,Could you please provide more context or clarify your request?,/kaggle/working/activations/F05_B2_CW5_M3.npz,1.0501036643981934,,to,high,common_word,F05,not_applicable,C4,high,"ASR correct, single word 'to' is ambiguous as a command — asking for clarification is appropriate."
F05_B1_UW88_M5,Spoon.,Could you please provide more context? Are you looking for information about spoons or do you need help with something involving spoons?,/kaggle/working/activations/F05_B1_UW88_M5.npz,2.067644596099853,,spoon,high,uncommon_word,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
F05_B2_UW72_M2,Condulsion.,"I'm sorry, I didn't quite understand that. Could you please clarify or rephrase your request?",/kaggle/working/activations/F05_B2_UW72_M2.npz,1.72788405418396,,convulsion,high,uncommon_word,F05,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M09_B1_CW13_M7,4,"I'm sorry, I didn't quite understand that. Could you please provide more context or rephrase your request?",/kaggle/working/activations/M09_B1_CW13_M7.npz,1.8684508800506592,,for,high,common_word,M09,not_applicable,C4,high,"ASR was correct, and a single word is ambiguous as a command — asking for clarification is appropriate."
M09_B3_CW46_M2,Do.,"I'm sorry, I didn't quite understand that. Could you please provide more details or rephrase your request?",/kaggle/working/activations/M09_B3_CW46_M2.npz,1.8498799800872805,,do,high,common_word,M09,not_applicable,C4,high,"ASR correct, single word 'do' is ambiguous as a command — asking for clarification is appropriate."
M09_B3_LW_M4,Whisky.,Could you please provide more context? Are you looking for information about whisky or do you want to know something specific related to whisky?,/kaggle/working/activations/M09_B3_LW_M4.npz,2.057530164718628,,Whiskey,high,radio_alphabet_letter,M09,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M09_B2_UW59_M2,Boyle.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M09_B2_UW59_M2.npz,1.081512451171875,,broil,high,uncommon_word,M09,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M09_B1_CW13_M8,For,Could you please provide more information or clarify your request?,/kaggle/working/activations/M09_B1_CW13_M8.npz,1.065518140792847,,for,high,common_word,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M09_B3_CW77_M4,Good.,Could you please provide more details about what you need help with?,/kaggle/working/activations/M09_B3_CW77_M4.npz,1.2012298107147217,,could,high,common_word,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M09_B2_UW67_M7,Favillard.,Could you provide more context or ask a question about Favillard?,/kaggle/working/activations/M09_B2_UW67_M7.npz,1.2009410858154297,,Catholic,high,uncommon_word,M09,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M09_B3_CW20_M7,Hi.,Hello! How can I assist you today?,/kaggle/working/activations/M09_B3_CW20_M7.npz,0.9253301620483398,,I,high,common_word,M09,B1,C1,high,Agent silently reinterprets 'I' as 'Hi' and answers warmly without checking understanding.
M09_B3_CW85_M7,Hmm.,It seems like you might need some help. Could you please clarify your request?,/kaggle/working/activations/M09_B3_CW85_M7.npz,1.3962867259979248,,who,high,common_word,M09,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M09_B2_UW80_M5,Emiliate.,"I'm sorry, I didn't understand that. Could you please clarify or rephrase your request?",/kaggle/working/activations/M09_B2_UW80_M5.npz,1.68160080909729,,Emilio,high,uncommon_word,M09,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M09_B3_UW58_M4,After that.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M09_B3_UW58_M4.npz,1.0605814456939695,,afterthought,high,uncommon_word,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as command — asking for clarification is appropriate."
M09_B3_CW9_M3,That.,Could you please provide more information or ask a complete question?,/kaggle/working/activations/M09_B3_CW9_M3.npz,1.1273491382598877,,that,high,common_word,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M09_B2_C16_M3,Upward.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M09_B2_C16_M3.npz,1.069500207901001,,Upward,high,computer_command,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as command — asking for clarification is appropriate."
M09_B2_UW5_M8,Rear-led.,"Could you please clarify that? I didn't quite understand ""Rear-led.""",/kaggle/working/activations/M09_B2_UW5_M8.npz,1.3991317749023438,,re-united,high,uncommon_word,M09,B2,C4,high,ASR error present but agent's response was still correct and harmless.
M09_B1_CW50_M7,Well...,Could you please clarify your request?,/kaggle/working/activations/M09_B1_CW50_M7.npz,0.7957026958465576,,will,high,common_word,M09,not_applicable,C4,high,"ASR correct, single word 'will' is ambiguous as a command — asking for clarification is appropriate."
M09_B3_CW54_M7,Out.,I'm not sure what you mean. Could you please provide more context or clarify your request?,/kaggle/working/activations/M09_B3_CW54_M7.npz,1.587911605834961,,out,high,common_word,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M09_B1_UW87_M5,Knife.,Could you please provide more context? Are you looking for something specific related to a knife?,/kaggle/working/activations/M09_B1_UW87_M5.npz,1.5254814624786377,,knife,high,uncommon_word,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as command — asking for clarification is appropriate."
M09_B2_D9_M3,9,Could you please provide more context or clarify your request?,/kaggle/working/activations/M09_B2_D9_M3.npz,1.0625534057617188,,Nine,high,digit,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M09_B3_UW55_M5,35,Could you please provide more context? I'm not sure what you're asking or trying to do with the number 35.,/kaggle/working/activations/M09_B3_UW55_M5.npz,2.082777976989746,,thirty-five,high,uncommon_word,M09,not_applicable,C4,high,"ASR correct, single number is unambiguous but agent asked for context appropriately."
M09_B3_CW97_M8,May.,"I'm not sure what you mean by ""May."" Can you please provide more context or clarify your request?",/kaggle/working/activations/M09_B3_CW97_M8.npz,1.8326694965362549,,may,high,common_word,M09,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M14_B2_UW32_M6,Apprehend.,"I'm sorry, I didn't understand that command. Could you please provide more details or clarify?",/kaggle/working/activations/M14_B2_UW32_M6.npz,1.68269944190979,,apprehend,high,uncommon_word,M14,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M14_B2_UW43_M7,Battleship,Would you like to play Battleship or get information about the game?,/kaggle/working/activations/M14_B2_UW43_M7.npz,1.278975248336792,,battleship,high,uncommon_word,M14,not_applicable,C4,high,ASR was correct and agent responded appropriately without unnecessary clarification.
M14_B3_CW53_M2,About.,Could you please provide more information or ask a complete question?,/kaggle/working/activations/M14_B3_CW53_M2.npz,1.1343562602996826,,about,high,common_word,M14,not_applicable,C4,high,"ASR correct, single word is genuinely ambiguous as a command — asking for clarification is appropriate."
M14_B1_CW84_M5,Call.,Could you please provide more details about who you want to call?,/kaggle/working/activations/M14_B1_CW84_M5.npz,1.199876308441162,,call,high,common_word,M14,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M14_B2_LF_M4,Fuck's trying.,"I'm sorry, I didn't quite understand that. Could you please clarify or rephrase?",/kaggle/working/activations/M14_B2_LF_M4.npz,1.6121995449066162,,Foxtrot,high,radio_alphabet_letter,M14,B1,C1,high,ASR error changed meaning entirely and agent acted on it confidently without checking.
M14_B1_CW33_M7,Oh.,It seems like you might need some help. Could you please clarify your request?,/kaggle/working/activations/M14_B1_CW33_M7.npz,1.4126362800598145,,all,high,common_word,M14,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M14_B2_CW70_M6,More.,Could you please provide more details or ask a specific question?,/kaggle/working/activations/M14_B2_CW70_M6.npz,1.1561641693115234,,more,high,common_word,M14,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M14_B2_UW63_M7,Orish.,I didn't quite catch that. Could you please repeat or clarify your request?,/kaggle/working/activations/M14_B2_UW63_M7.npz,1.4124438762664795,,bulrush,high,uncommon_word,M14,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M14_B3_LF_M4,"Thanks, Charlie.",You're welcome! Is there anything else you need help with?,/kaggle/working/activations/M14_B3_LF_M4.npz,1.2030391693115234,,Foxtrot,high,radio_alphabet_letter,M14,B1,C1,high,Agent silently reinterprets failed command as small talk and answers warmly without checking understanding.
M14_B2_C1_M5,Command.,What would you like me to do?,/kaggle/working/activations/M14_B2_C1_M5.npz,0.8712189197540283,,Command,high,computer_command,M14,not_applicable,C4,high,"ASR correct, single word is genuinely ambiguous as a command — asking is appropriate, not overcorrection."
M14_B1_UW67_M4,Copenhagen.,Is there something specific you'd like to know about Copenhagen or did you need help with something related to it?,/kaggle/working/activations/M14_B1_UW67_M4.npz,1.8098540306091309,,Copenhagen,high,uncommon_word,M14,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command, asking for clarification is appropriate."
M14_B2_C2_M6,Backspace.,It looks like there might have been an error. Could you please clarify your request?,/kaggle/working/activations/M14_B2_C2_M6.npz,1.4748826026916504,,Backspace,high,computer_command,M14,B3,C4,high,ASR correct but agent asked for clarification as input was ambiguous.
M14_B3_CW78_M6,People.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M14_B3_CW78_M6.npz,1.072035312652588,,people,high,common_word,M14,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M14_B2_LG_M7,Golf.,"Could you provide more context? Are you looking for information about golf, or did you mean something else?",/kaggle/working/activations/M14_B2_LG_M7.npz,1.7605218887329102,,Golf,high,radio_alphabet_letter,M14,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M14_B1_UW53_M3,Advice. Amethyst. Yeah. Yeah.,It seems like there might have been an issue with the transcription. Could you please provide more details or clarify your request about amethyst?,/kaggle/working/activations/M14_B1_UW53_M3.npz,2.162240028381348,,advice,high,uncommon_word,M14,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M14_B1_CW17_M6,With.,"I'm sorry, I didn't catch that. Could you please repeat or clarify your request?",/kaggle/working/activations/M14_B1_CW17_M6.npz,1.6302247047424316,,with,high,common_word,M14,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M14_B2_UW20_M8,Adjacent.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M14_B2_UW20_M8.npz,1.0783932209014893,,adjacent,high,uncommon_word,M14,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M14_B2_CW31_M7,Not.,I didn't quite catch that. Could you please repeat or clarify your request?,/kaggle/working/activations/M14_B2_CW31_M7.npz,1.4156622886657717,,not,high,common_word,M14,not_applicable,C4,high,"ASR was correct, and a single word is ambiguous as a command — asking for clarification is appropriate."
M14_B1_UW6_M8,Simple vision.,"Could you please clarify what you mean by ""simple vision""?",/kaggle/working/activations/M14_B1_UW6_M8.npz,1.1425750255584717,,supervision,high,uncommon_word,M14,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M14_B3_CW16_M8,As,Could you please clarify your request? It looks like the command was cut off.,/kaggle/working/activations/M14_B3_CW16_M8.npz,1.414555549621582,,as,high,common_word,M14,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M08_B2_UW37_M2,Aversion.,Could you please clarify? I'm not sure what you're asking about aversion.,/kaggle/working/activations/M08_B2_UW37_M2.npz,1.488525629043579,,aversion,high,uncommon_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M08_B2_UW23_M3,Allure.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M08_B2_UW23_M3.npz,1.0730552673339844,,allure,high,uncommon_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M08_B1_UW3_M2,Frugality?,Could you clarify what you'd like to know about frugality?,/kaggle/working/activations/M08_B1_UW3_M2.npz,1.2789859771728516,,frugality,high,uncommon_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M08_B3_UW37_M5,Toil.,"I'm sorry, I didn't understand that. Could you please clarify or rephrase your request?",/kaggle/working/activations/M08_B3_UW37_M5.npz,1.6856348514556885,,toil,high,uncommon_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M08_B2_UW67_M6,Catholic.,Could you clarify what you'd like to know about Catholicism?,/kaggle/working/activations/M08_B2_UW67_M6.npz,1.2145543098449707,,Catholic,high,uncommon_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M08_B3_UW75_M7,Word in town.,"Could you clarify? Did you say ""word in town""?",/kaggle/working/activations/M08_B3_UW75_M7.npz,1.1454544067382812,,Morgantown,high,uncommon_word,M08,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M08_B2_CW99_M3,Ola.,Hello! How can I assist you today?,/kaggle/working/activations/M08_B2_CW99_M3.npz,0.9364678859710692,,oh,high,common_word,M08,B1,C1,high,Agent silently reinterprets 'Ola' as 'Hello' and answers warmly without checking understanding.
M08_B3_CW31_M7,Not.,I didn't quite catch that. Could you please repeat or clarify your request?,/kaggle/working/activations/M08_B3_CW31_M7.npz,1.3995227813720703,,not,high,common_word,M08,not_applicable,C4,high,"ASR was correct, and a single word is ambiguous as a command — asking for clarification is appropriate."
M08_B1_CW91_M8,Down.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M08_B1_CW91_M8.npz,1.09032940864563,,down,high,common_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous as command — asking for clarification is appropriate."
M08_B2_CW23_M5,Yes.,Could you please provide more information about what you need help with?,/kaggle/working/activations/M08_B2_CW23_M5.npz,1.1940557956695557,,this,high,common_word,M08,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M08_B2_UW97_M2,Bath.,Could you clarify what you'd like to do with the bath?,/kaggle/working/activations/M08_B2_UW97_M2.npz,1.2051172256469729,,bath,high,uncommon_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M08_B3_CW5_M8,Two.,"I'm sorry, I didn't quite understand that. Could you please provide more context or repeat your request?",/kaggle/working/activations/M08_B3_CW5_M8.npz,1.8120763301849363,,to,high,common_word,M08,B2,C4,high,ASR error present but agent's response was still correct and harmless.
M08_B3_CW88_M8,Now.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M08_B3_CW88_M8.npz,1.0747919082641602,,now,high,common_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M08_B1_UW29_M8,Casualties.,Could you specify which event or conflict you're asking about?,/kaggle/working/activations/M08_B1_UW29_M8.npz,1.1429193019866943,,casualties,high,uncommon_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M08_B3_LU_M6,Uniform.,Could you please clarify? Are you looking for information about uniforms or do you need help with something related to uniforms?,/kaggle/working/activations/M08_B3_LU_M6.npz,1.8850347995758057,,Uniform,high,radio_alphabet_letter,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M08_B3_CW54_M6,Out.,I'm not sure what you mean. Could you please provide more context or clarify your request?,/kaggle/working/activations/M08_B3_CW54_M6.npz,1.634817600250244,,out,high,common_word,M08,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M08_B3_CW49_M5,Is,Could you please clarify your question?,/kaggle/working/activations/M08_B3_CW49_M5.npz,0.8000013828277588,,if,high,common_word,M08,not_applicable,C4,high,"ASR correct, single word 'if' is ambiguous as a command — asking for clarification is appropriate."
M08_B2_C6_M7,Skank.,I'm not sure I understand. Could you please provide more context or clarify your request?,/kaggle/working/activations/M08_B2_C6_M7.npz,1.5427322387695312,,Escape,high,computer_command,M08,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M08_B3_UW35_M8,Line.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M08_B3_UW35_M8.npz,1.0584220886230469,,thine,high,uncommon_word,M08,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M08_B1_CW46_M8,Do.,"I'm sorry, I didn't quite understand that. Could you please provide more details or rephrase your request?",/kaggle/working/activations/M08_B1_CW46_M8.npz,1.866837978363037,,do,high,common_word,M08,not_applicable,C4,high,"ASR correct, single word 'do' is ambiguous as a command — asking for clarification is appropriate."
M10_B3_CW30_M8,But,Could you please provide more information or ask a complete question?,/kaggle/working/activations/M10_B3_CW30_M8.npz,1.1354570388793943,,but,high,common_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M10_B1_CW6_M7,In.,"I'm sorry, I didn't quite understand that. Could you please provide more details or repeat your request?",/kaggle/working/activations/M10_B1_CW6_M7.npz,1.809114694595337,,in,high,common_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M10_B3_UW94_M3,Slime.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M10_B3_UW94_M3.npz,1.0773632526397705,,slide,high,uncommon_word,M10,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M10_B2_UW14_M7,Voyage.,Could you please provide more details about what you'd like to do with a voyage?,/kaggle/working/activations/M10_B2_UW14_M7.npz,1.479825496673584,,voyage,high,uncommon_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M10_B2_CW60_M7,Sum.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M10_B2_CW60_M7.npz,1.0757691860198977,,some,high,common_word,M10,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M10_B1_C12_M2,Sentence.,"I'm sorry, I didn't understand that. Could you please repeat or clarify your request?",/kaggle/working/activations/M10_B1_C12_M2.npz,1.6111767292022705,,Sentence,high,computer_command,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as command — asking for clarification is appropriate."
M10_B2_UW48_M7,Batook.,"I'm sorry, I didn't understand that. Could you please clarify or repeat your request?",/kaggle/working/activations/M10_B2_UW48_M7.npz,1.602846384048462,,betook,high,uncommon_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M10_B2_D9_M3,Nine.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M10_B2_D9_M3.npz,1.0656611919403076,,Nine,high,digit,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M10_B2_CW41_M4,Use.,"I'm sorry, but I didn't quite understand that. Could you please provide more details or rephrase your request?",/kaggle/working/activations/M10_B2_CW41_M4.npz,1.9623074531555176,,use,high,common_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M10_B2_CW45_M3,She.,"I'm sorry, I didn't catch that. Could you please repeat or clarify your request?",/kaggle/working/activations/M10_B2_CW45_M3.npz,1.629434585571289,,she,high,common_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M10_B1_UW13_M3,Hypothesis.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M10_B1_UW13_M3.npz,1.0743281841278076,,hypothesis,high,uncommon_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M10_B2_UW3_M3,Nuremberg.,Could you provide more context? Are you looking for information about Nuremberg or did you mean to say something else?,/kaggle/working/activations/M10_B2_UW3_M3.npz,2.01822566986084,,Nuremberg,high,uncommon_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for context is appropriate."
M10_B3_CW70_M5,More.,Could you please provide more details or ask a specific question?,/kaggle/working/activations/M10_B3_CW70_M5.npz,1.1497273445129397,,more,high,common_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M10_B2_UW98_M4,Ring.,I didn't quite catch that. Could you please repeat your request?,/kaggle/working/activations/M10_B2_UW98_M4.npz,1.285045862197876,,ring,high,uncommon_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M10_B2_CW15_M3,R.,I couldn't quite understand that. Could you please repeat or clarify?,/kaggle/working/activations/M10_B2_CW15_M3.npz,1.27842116355896,,are,high,common_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M10_B1_C12_M4,Send.,Could you please provide more details about what you want to send?,/kaggle/working/activations/M10_B1_C12_M4.npz,1.1940782070159912,,Sentence,high,computer_command,M10,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M10_B1_UW85_M3,Telephone.,"Could you please clarify your request? Are you looking to make a call, check your phone number, or something else related to your telephone?",/kaggle/working/activations/M10_B1_UW85_M3.npz,2.1927647590637207,,telephone,high,uncommon_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M10_B3_LC_M7,Charlie.,It seems like you're calling Charlie. Is there something specific you'd like me to do or say?,/kaggle/working/activations/M10_B3_LC_M7.npz,1.7392091751098633,,Charlie,high,radio_alphabet_letter,M10,not_applicable,C4,high,"ASR correct, single word command remains ambiguous without context — asking for clarification is appropriate."
M10_B2_D6_M2,Six.,"I'm not sure what you mean by ""six."" Could you please provide more context or ask a complete question?",/kaggle/working/activations/M10_B2_D6_M2.npz,1.8851804733276367,,Six,high,digit,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M10_B1_CW35_M3,We...,Could you please clarify your request? It's a bit unclear.,/kaggle/working/activations/M10_B1_CW35_M3.npz,1.2097272872924805,,we,high,common_word,M10,not_applicable,C4,high,"ASR correct, single word is ambiguous but agent appropriately asks for clarification."
M16_B1_CW94_M8,Guest.,Could you please provide more context or clarify your request?,/kaggle/working/activations/M16_B1_CW94_M8.npz,1.0781795978546145,,get,low,common_word,M16,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M16_B1_UW56_M7,Assigned.,Could you please provide more details about what you need assistance with?,/kaggle/working/activations/M16_B1_UW56_M7.npz,1.2053940296173096,,ashamed,low,uncommon_word,M16,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M16_B3_D8_M5,8.,"I'm not sure what you mean by ""8."" Can you please provide more context or ask a complete question?",/kaggle/working/activations/M16_B3_D8_M5.npz,1.875728130340576,,Eight,low,digit,M16,not_applicable,C4,high,"ASR correct, single word is ambiguous as a command — asking for clarification is appropriate."
M16_B3_UW31_M3,Ciao.,Hello! How can I assist you today?,/kaggle/working/activations/M16_B3_UW31_M3.npz,0.9477159976959229,,shout,low,uncommon_word,M16,B1,C1,high,"Agent silently reinterprets a failed command as small talk and answers warmly, never recognizing the command failure."
M16_B3_CW47_M5,Hell.,"I'm sorry, I didn't quite understand that. Could you please clarify or repeat your request?",/kaggle/working/activations/M16_B3_CW47_M5.npz,1.6775164604187012,,how,low,common_word,M16,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M16_B2_CW49_M5,Lift.,"Could you please clarify your request? I didn't quite understand what you meant by ""lift.""",/kaggle/working/activations/M16_B2_CW49_M5.npz,1.6090877056121826,,if,low,common_word,M16,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
M16_B3_CW5_M7,2,Could you please provide more context or clarify your request?,/kaggle/working/activations/M16_B3_CW5_M7.npz,1.0767946243286133,,to,low,common_word,M16,not_applicable,C4,high,"ASR correct, single word 'to' is ambiguous as a command — asking for clarification is appropriate."
M16_B1_CW98_M6,Poet.,Could you clarify? Are you looking for a poet or do you mean to say something else?,/kaggle/working/activations/M16_B1_CW98_M6.npz,1.6126446723937988,,part,low,common_word,M16,B3,C4,high,ASR error present but agent detected ambiguity and asked for clarification.
